company_size,industry,lead_source,website_visits,pages_per_session,email_opens,email_clicks,content_downloads,webinar_attended,demo_requested,days_since_first_touch,days_since_last_activity,converted
11-50,Manufacturing,Referral,4,2.6,2,0,2,1,1,140,59,1
1000+,Professional Services,Event,2,9.5,3,1,2,0,0,10,12,1
51-200,Healthcare,Direct,5,5.7,2,1,2,0,1,122,72,1
11-50,Healthcare,Paid Ads,4,6.4,7,1,2,0,0,163,32,0
11-50,Financial Services,Referral,3,6.5,8,0,0,1,0,51,43,0
201-500,Manufacturing,Paid Ads,3,11.7,1,1,1,0,0,177,14,0
201-500,Manufacturing,Organic Search,5,3.0,2,1,5,1,1,4,88,1
51-200,Retail,Event,5,9.5,1,0,4,0,0,23,46,0
1000+,Healthcare,Organic Search,8,1.1,2,0,0,0,0,57,70,0
51-200,Financial Services,Direct,4,7.9,3,0,1,0,0,57,54,0
11-50,Professional Services,Event,4,8.2,5,0,2,1,0,108,4,0
51-200,Financial Services,Social Media,4,9.3,3,0,1,0,1,156,62,0
11-50,Education,Referral,8,11.2,4,0,0,0,0,19,32,0
11-50,Financial Services,Event,4,9.3,4,1,0,0,0,135,53,1
1-10,Manufacturing,Organic Search,7,9.1,3,2,0,0,0,148,50,0
11-50,Manufacturing,Social Media,9,3.8,3,1,1,0,0,105,70,0
201-500,Professional Services,Organic Search,4,11.9,8,0,2,0,1,177,20,1
1-10,Technology,Organic Search,8,6.2,2,2,2,0,0,18,87,1
51-200,Education,Paid Ads,7,5.6,5,2,2,0,1,133,36,1
51-200,Manufacturing,Paid Ads,3,6.5,2,0,3,0,0,75,64,0
51-200,Manufacturing,Organic Search,4,5.3,3,3,1,1,0,75,56,0
201-500,Manufacturing,Social Media,4,7.5,6,0,3,0,0,108,50,0
501-1000,Technology,Referral,3,4.8,4,2,0,0,0,143,49,1
201-500,Manufacturing,Direct,3,3.6,3,1,2,0,0,87,55,0
1-10,Financial Services,Event,3,11.2,2,0,1,1,0,49,77,0
51-200,Financial Services,Event,4,11.2,1,1,0,0,0,48,24,0
51-200,Retail,Direct,4,6.5,0,0,3,0,0,171,23,1
11-50,Manufacturing,Event,5,11.6,3,0,1,0,0,75,88,1
1-10,Technology,Organic Search,4,5.6,3,0,3,0,0,66,82,0
11-50,Technology,Organic Search,7,5.3,2,1,2,1,0,102,35,1
51-200,Technology,Paid Ads,7,11.1,6,0,4,0,0,124,28,0
51-200,Technology,Paid Ads,2,8.0,4,4,2,1,0,7,67,0
11-50,Retail,Direct,5,9.4,2,1,4,0,1,4,82,0
501-1000,Technology,Referral,4,5.5,4,0,3,0,0,103,85,1
1000+,Professional Services,Direct,9,5.5,0,0,1,0,0,113,22,0
11-50,Financial Services,Paid Ads,6,1.9,1,1,3,0,0,88,19,0
1000+,Technology,Direct,5,11.6,2,1,2,1,0,53,45,1
1-10,Professional Services,Organic Search,4,3.5,5,0,0,0,0,141,16,1
1000+,Financial Services,Paid Ads,5,6.4,3,1,2,0,0,19,83,0
1000+,Healthcare,Direct,3,2.3,2,1,5,0,0,115,31,0
1-10,Education,Paid Ads,5,8.1,0,0,1,1,0,78,24,0
201-500,Education,Social Media,6,5.3,2,1,0,1,0,66,87,0
1000+,Retail,Paid Ads,3,9.4,3,1,1,0,1,19,76,0
1000+,Technology,Event,6,6.8,4,0,2,0,0,120,84,1
1000+,Manufacturing,Social Media,4,2.4,2,1,1,0,0,34,45,0
51-200,Education,Event,9,1.1,7,1,0,0,0,97,71,0
1-10,Education,Referral,6,3.3,3,1,1,0,0,161,37,0
501-1000,Technology,Social Media,5,9.0,1,0,3,0,0,133,6,1
51-200,Healthcare,Referral,5,10.1,5,3,1,0,0,12,59,0
51-200,Financial Services,Referral,6,4.8,5,1,1,0,1,176,7,1
51-200,Technology,Social Media,6,6.9,7,2,0,0,0,112,17,0
51-200,Retail,Organic Search,1,3.6,2,1,0,0,0,149,26,0
11-50,Financial Services,Event,4,10.7,0,0,0,0,0,11,59,1
201-500,Financial Services,Paid Ads,4,11.6,3,1,0,1,1,164,69,1
1-10,Technology,Organic Search,3,9.3,2,2,0,0,0,129,15,0
201-500,Manufacturing,Social Media,4,2.0,5,0,3,0,0,159,66,1
501-1000,Technology,Social Media,8,5.8,1,0,0,1,1,176,63,1
51-200,Healthcare,Social Media,3,11.9,6,1,1,1,1,151,53,1
51-200,Technology,Direct,8,3.5,5,3,2,1,0,77,54,0
11-50,Education,Referral,3,8.4,5,0,4,0,0,151,36,1
1000+,Technology,Direct,5,11.3,4,2,1,0,0,174,12,0
201-500,Manufacturing,Referral,3,9.5,4,0,2,0,0,163,12,0
11-50,Technology,Paid Ads,7,7.7,1,1,2,1,0,115,9,1
11-50,Technology,Social Media,4,6.6,2,1,0,0,0,172,43,0
11-50,Financial Services,Organic Search,8,11.2,5,1,1,0,1,107,54,1
51-200,Technology,Direct,6,5.3,4,0,0,0,0,80,12,0
1000+,Technology,Paid Ads,6,10.9,3,0,1,0,0,31,10,0
201-500,Manufacturing,Organic Search,7,5.7,3,0,1,0,1,84,62,1
11-50,Retail,Social Media,4,9.3,2,1,0,0,0,171,56,0
501-1000,Technology,Organic Search,9,11.1,4,1,3,0,1,22,83,0
11-50,Healthcare,Organic Search,6,7.1,3,0,3,1,0,155,89,0
501-1000,Manufacturing,Organic Search,5,4.4,6,1,1,1,0,116,88,0
11-50,Financial Services,Direct,4,1.6,2,1,2,0,0,24,11,1
51-200,Healthcare,Organic Search,6,9.9,4,1,3,0,0,41,32,0
1000+,Technology,Referral,6,7.8,1,0,0,1,0,6,42,0
11-50,Financial Services,Referral,4,3.9,5,0,2,0,0,133,66,0
201-500,Healthcare,Direct,2,10.7,1,1,3,0,0,65,83,0
1000+,Education,Direct,7,11.1,3,0,2,0,0,34,74,0
11-50,Education,Direct,3,10.8,4,1,0,0,0,29,84,0
1-10,Education,Paid Ads,2,7.6,2,0,2,0,0,91,1,0
201-500,Healthcare,Referral,6,11.7,2,2,1,0,0,61,2,1
11-50,Technology,Event,3,10.6,4,0,1,0,0,163,36,1
1-10,Financial Services,Organic Search,4,2.1,5,0,0,0,0,172,72,0
51-200,Financial Services,Organic Search,6,11.8,2,2,1,0,0,36,29,1
201-500,Technology,Direct,7,7.0,2,2,3,0,0,155,21,1
11-50,Technology,Organic Search,3,11.1,4,3,0,0,0,11,21,1
11-50,Healthcare,Paid Ads,7,9.4,4,1,1,1,0,79,67,0
501-1000,Financial Services,Organic Search,3,8.1,1,0,2,0,0,104,70,1
51-200,Technology,Organic Search,2,4.6,6,2,1,0,0,50,31,1
